Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GFP_1 Spectral Count	GFP_2 Spectral Count	P8E2_1 Spectral Count	P8E2_2 Spectral Count	P8E2_T338I_1 Spectral Count	P8E2_T338I_2 Spectral Count	P8E2_T338M_1 Spectral Count	P8E2_T338M_2 Spectral Count	WT_1 Spectral Count	WT_2 Spectral Count	WT_T338I_1 Spectral Count	WT_T338I_2 Spectral Count	WT_T338M_1 Spectral Count	WT_T338M_2 Spectral Count	GFP_1 Unique Spectral Count	GFP_2 Unique Spectral Count	P8E2_1 Unique Spectral Count	P8E2_2 Unique Spectral Count	P8E2_T338I_1 Unique Spectral Count	P8E2_T338I_2 Unique Spectral Count	P8E2_T338M_1 Unique Spectral Count	P8E2_T338M_2 Unique Spectral Count	WT_1 Unique Spectral Count	WT_2 Unique Spectral Count	WT_T338I_1 Unique Spectral Count	WT_T338I_2 Unique Spectral Count	WT_T338M_1 Unique Spectral Count	WT_T338M_2 Unique Spectral Count	GFP_1 Total Spectral Count	GFP_2 Total Spectral Count	P8E2_1 Total Spectral Count	P8E2_2 Total Spectral Count	P8E2_T338I_1 Total Spectral Count	P8E2_T338I_2 Total Spectral Count	P8E2_T338M_1 Total Spectral Count	P8E2_T338M_2 Total Spectral Count	WT_1 Total Spectral Count	WT_2 Total Spectral Count	WT_T338I_1 Total Spectral Count	WT_T338I_2 Total Spectral Count	WT_T338M_1 Total Spectral Count	WT_T338M_2 Total Spectral Count	GFP_1 Intensity	GFP_2 Intensity	P8E2_1 Intensity	P8E2_2 Intensity	P8E2_T338I_1 Intensity	P8E2_T338I_2 Intensity	P8E2_T338M_1 Intensity	P8E2_T338M_2 Intensity	WT_1 Intensity	WT_2 Intensity	WT_T338I_1 Intensity	WT_T338I_2 Intensity	WT_T338M_1 Intensity	WT_T338M_2 Intensity	GFP_1 MaxLFQ Intensity	GFP_2 MaxLFQ Intensity	P8E2_1 MaxLFQ Intensity	P8E2_2 MaxLFQ Intensity	P8E2_T338I_1 MaxLFQ Intensity	P8E2_T338I_2 MaxLFQ Intensity	P8E2_T338M_1 MaxLFQ Intensity	P8E2_T338M_2 MaxLFQ Intensity	WT_1 MaxLFQ Intensity	WT_2 MaxLFQ Intensity	WT_T338I_1 MaxLFQ Intensity	WT_T338I_2 MaxLFQ Intensity	WT_T338M_1 MaxLFQ Intensity	WT_T338M_2 MaxLFQ Intensity	Indistinguishable Proteins
sp|A6NDB9|PALM3_HUMAN	A6NDB9	PALM3_HUMAN	PALM3	673	Homo sapiens	1:Experimental evidence at protein level	Paralemmin-3	1.0	0.999	3	80	80	80	5	7	7	5	6	5	6	6	6	6	4	6	6	5	5	7	7	5	6	5	6	6	6	6	4	6	6	5	5	7	7	5	6	5	6	6	6	6	4	6	6	5	190325.78	311673.0	265485.38	299702.03	197674.62	332721.16	178491.36	190688.33	306100.62	190486.9	266893.6	315465.28	178789.31	279141.62	52490.664	96217.57	79959.54	91440.664	74314.234	103472.2	65382.26	83118.695	76237.5	123964.07	86776.0	99051.984	65256.984	89494.125	
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	1.0	0.999	4	31	31	31	4	2	3	0	1	1	2	7	4	0	2	2	2	1	4	2	3	0	1	1	2	7	4	0	2	2	2	1	4	2	3	0	1	1	2	7	4	0	2	2	2	1	489850.75	493026.0	250498.14	0.0	245021.66	334844.75	239881.14	332786.5	410130.34	0.0	375131.97	456477.9	165441.53	443235.22	408219.66	493026.0	246339.34	0.0	245021.66	334844.75	239881.14	323427.53	401309.7	0.0	375131.97	456477.9	165441.53	443235.22	
sp|A6NDU8|CE051_HUMAN	A6NDU8	CE051_HUMAN	C5orf51	294	Homo sapiens	1:Experimental evidence at protein level	UPF0600 protein C5orf51	1.0	0.999	1	20	20	20	0	0	0	0	2	2	4	2	0	0	2	2	4	2	0	0	0	0	2	2	4	2	0	0	2	2	4	2	0	0	0	0	2	2	4	2	0	0	2	2	4	2	0.0	0.0	15281.788	0.0	58595.12	97628.76	256870.98	76033.41	19188.168	0.0	87192.31	102535.11	197783.31	49395.63	0.0	0.0	15442.152	0.0	59977.72	32692.879	90890.66	38496.184	19640.928	0.0	44233.29	34149.004	89941.81	50561.156	
sp|A6NED2|RCCD1_HUMAN	A6NED2	RCCD1_HUMAN	RCCD1	376	Homo sapiens	1:Experimental evidence at protein level	RCC1 domain-containing protein 1	1.0	0.999	2	8	8	8	0	0	0	0	0	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	4	2	0.0	0.0	0.0	0.0	19922.834	0.0	69195.78	24654.36	0.0	0.0	0.0	25963.504	104572.65	21475.62	0.0	0.0	0.0	0.0	27045.691	0.0	28298.877	33468.844	0.0	0.0	0.0	35246.035	38352.96	29153.63	
sp|A6NFI3|ZN316_HUMAN	A6NFI3	ZN316_HUMAN	ZNF316	1004	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 316	1.0	0.999	5	119	119	119	9	3	6	7	10	9	11	11	10	9	5	11	9	9	9	3	6	7	10	9	11	11	10	9	5	11	9	9	9	3	6	7	10	9	11	11	10	9	5	11	9	9	213347.17	85029.984	142770.11	156595.14	312577.62	199672.03	279817.4	221555.9	221450.6	215045.36	321883.34	223499.7	275633.3	198055.2	126575.21	59183.32	46986.465	83348.66	112545.5	77273.19	100526.01	86438.62	100653.58	87039.8	109509.445	84256.77	100471.98	83391.45	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.999	18	220	220	220	2	2	7	6	21	14	31	22	12	15	14	12	39	23	2	2	7	6	21	14	31	22	12	15	14	12	39	23	2	2	7	6	21	14	31	22	12	15	14	12	39	23	35256.195	39938.727	218538.6	155938.73	1031681.75	642071.4	1238986.4	942309.6	421687.03	582179.9	954953.6	925360.75	1521391.5	1131721.2	217414.67	246290.48	141481.62	136653.05	201713.8	194794.92	205631.31	234028.61	196274.6	182716.9	238820.89	222209.92	232942.98	232950.7	
sp|A6NI28|RHG42_HUMAN	A6NI28	RHG42_HUMAN	ARHGAP42	874	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 42	0.999	0.9972	1	2	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5339.3535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NI87|CBY3_HUMAN	A6NI87	CBY3_HUMAN	CBY3	242	Homo sapiens	3:Protein inferred from homology	Protein chibby homolog 3	0.9679	0.9985	1	13	13	13	1	1	0	0	0	2	0	0	2	0	2	1	1	3	1	1	0	0	0	2	0	0	2	0	2	1	1	3	1	1	0	0	0	2	0	0	2	0	2	1	1	3	1118578.2	1190756.8	0.0	0.0	0.0	1741290.9	0.0	0.0	1399436.8	0.0	1125361.1	1849256.4	1519350.2	1772153.0	1118578.2	1190756.8	0.0	0.0	0.0	1741290.9	0.0	0.0	1399436.8	0.0	1125361.1	1849256.4	1519350.2	1772153.0	
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens	1:Experimental evidence at protein level	Protein unc-119 homolog B	1.0	0.999	2	39	39	39	0	0	3	2	2	1	4	4	2	2	4	5	5	5	0	0	3	2	2	1	4	4	2	2	4	5	5	5	0	0	3	2	2	1	4	4	2	2	4	5	5	5	0.0	0.0	63564.16	41845.26	146878.11	107733.14	158909.25	188335.58	133675.97	128738.94	170480.95	140904.25	259224.66	189969.7	0.0	0.0	63564.16	41845.26	146878.11	107733.14	133088.69	155255.92	133675.97	128738.94	140471.11	112192.766	218929.1	155825.52	
sp|A6NKD9|CC85C_HUMAN	A6NKD9	CC85C_HUMAN	CCDC85C	419	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 85C	0.983	0.999	2	33	33	33	2	4	5	3	2	3	1	1	3	3	1	3	0	2	2	4	5	3	2	3	1	1	3	3	1	3	0	2	2	4	5	3	2	3	1	1	3	3	1	3	0	2	52914.21	230366.36	75757.63	372450.44	41686.523	75545.99	37005.715	41482.855	107311.305	57006.707	71706.625	69915.32	29030.139	40363.82	62036.016	72556.2	88817.38	99090.12	48872.805	88569.26	43385.08	48634.027	125810.55	66834.016	84068.03	81967.92	34034.6	47322.082	
sp|A6NKF1|SAC31_HUMAN	A6NKF1	SAC31_HUMAN	SAC3D1	404	Homo sapiens	1:Experimental evidence at protein level	SAC3 domain-containing protein 1	0.978	0.999	1	107	107	107	20	0	13	5	14	6	13	0	6	2	11	1	13	3	20	0	13	5	14	6	13	0	6	2	11	1	13	3	20	0	13	5	14	6	13	0	6	2	11	1	13	3	306345.62	0.0	213721.45	35022.86	253143.53	40281.9	233113.7	0.0	84510.33	57688.79	106422.59	29370.266	205138.28	21877.59	306345.62	0.0	213721.45	35022.86	253143.53	40281.9	233113.7	0.0	84510.33	57688.79	106422.59	29370.266	205138.28	21877.59	
sp|A6QL64|AN36A_HUMAN	A6QL64	AN36A_HUMAN	ANKRD36	1915	Homo sapiens	2:Experimental evidence at transcript level	Ankyrin repeat domain-containing protein 36A	0.9955	0.999	4	3	2	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	6009.408	0.0	0.0	0.0	35404.383	0.0	25859.844	0.0	0.0	0.0	0.0	0.0	25516.857	0.0	0.0	0.0	0.0	0.0	35404.383	0.0	25859.844	0.0	0.0	0.0	0.0	0.0	25516.857	0.0	
sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	Homo sapiens	1:Experimental evidence at protein level	Retrotransposon Gag-like protein 8C	0.978	0.999	1	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0.0	0.0	0.0	0.0	0.0	0.0	16905.67	14289.39	0.0	0.0	0.0	8951.308	43771.66	39730.477	0.0	0.0	0.0	0.0	0.0	0.0	16905.67	14289.39	0.0	0.0	0.0	8951.308	43771.66	39730.477	sp|Q9BWD3|RTL8A_HUMAN
sp|A7E2V4|ZSWM8_HUMAN	A7E2V4	ZSWM8_HUMAN	ZSWIM8	1837	Homo sapiens	1:Experimental evidence at protein level	Zinc finger SWIM domain-containing protein 8	1.0	0.999	4	149	149	149	23	7	12	11	15	7	14	7	6	9	10	10	11	7	23	7	12	11	15	7	14	7	6	9	10	10	11	7	23	7	12	11	15	7	14	7	6	9	10	10	11	7	620214.2	399306.25	630812.5	398772.9	862140.44	399125.12	662807.25	257470.19	310370.56	645295.0	315749.6	501666.0	609918.0	275154.94	150868.78	137101.94	144532.55	148094.47	211515.72	161684.64	160045.58	124499.64	116401.4	183842.28	126646.83	150610.89	136801.44	131208.28	
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 32	1.0	0.999	8	115	115	115	8	8	9	11	13	9	9	8	5	9	3	5	11	7	8	8	9	11	13	9	9	8	5	9	3	5	11	7	8	8	9	11	13	9	9	8	5	9	3	5	11	7	421045.9	295275.03	593381.06	454028.25	451807.75	343303.34	335923.7	367830.34	586674.4	450405.7	387755.47	408347.7	401447.66	357197.22	118725.18	136699.86	134905.98	142956.77	133076.0	130106.266	129307.625	121436.4	145350.34	174974.67	141891.77	140566.8	123844.96	133737.94	
sp|A7MCY6|TBKB1_HUMAN	A7MCY6	TBKB1_HUMAN	TBKBP1	615	Homo sapiens	1:Experimental evidence at protein level	TANK-binding kinase 1-binding protein 1	1.0	0.999	4	88	88	88	12	11	7	7	5	6	5	7	2	5	3	9	4	5	12	11	7	7	5	6	5	7	2	5	3	9	4	5	12	11	7	7	5	6	5	7	2	5	3	9	4	5	248247.55	174214.73	438482.06	227980.8	438682.03	241483.69	371481.8	335377.62	398920.1	443878.97	370343.47	253648.73	357793.47	341894.2	142123.86	136787.33	127359.91	178904.75	143956.12	154455.2	132448.53	128732.484	125941.47	171791.52	132241.02	163971.58	142488.97	126078.16	
sp|A7XYQ1|SOBP_HUMAN	A7XYQ1	SOBP_HUMAN	SOBP	873	Homo sapiens	1:Experimental evidence at protein level	Sine oculis-binding protein homolog	1.0	0.999	2	24	24	24	2	3	0	3	2	3	5	3	0	0	0	0	2	1	2	3	0	3	2	3	5	3	0	0	0	0	2	1	2	3	0	3	2	3	5	3	0	0	0	0	2	1	72818.305	53130.613	27054.266	100818.69	124793.69	62865.473	111232.18	50889.367	25861.9	54421.734	64325.61	50889.08	97560.58	100677.125	41734.938	61860.14	31499.367	59291.32	52963.945	73194.47	48376.723	59250.652	30111.094	60478.863	30710.49	56553.02	44999.344	56793.082	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C	1.0	0.999	12	278	9	278	28	18	17	17	21	22	21	24	13	17	16	24	18	22	5	0	0	2	2	0	0	0	0	0	0	0	0	0	28	18	17	17	21	22	21	24	13	17	16	24	18	22	839572.0	1164506.6	914045.44	1115692.5	1046020.06	1430063.0	1073725.9	1407810.1	931900.2	1179137.6	794123.9	1366225.9	1008740.44	1214176.6	162177.75	188168.45	163210.81	161682.31	197683.27	205054.48	188438.19	189002.7	175439.22	215385.27	184503.28	198050.97	182719.7	180402.66	
sp|A8K0R7|ZN839_HUMAN	A8K0R7	ZN839_HUMAN	ZNF839	811	Homo sapiens	2:Experimental evidence at transcript level	Zinc finger protein 839	0.9674	0.9985	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10099.57	25756.99	0.0	38216.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10099.57	25756.99	0.0	38216.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MPP1|D11L8_HUMAN	A8MPP1	D11L8_HUMAN	DDX11L8	907	Homo sapiens	1:Experimental evidence at protein level	Putative ATP-dependent RNA helicase DDX11-like protein 8	0.9999	0.9988	3	4	0	4	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	28072.91	0.0	0.0	0.0	0.0	0.0	33072.902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28072.91	0.0	0.0	0.0	0.0	0.0	33072.902	0.0	
sp|A8MQ14|ZN850_HUMAN	A8MQ14	ZN850_HUMAN	ZNF850	1090	Homo sapiens	3:Protein inferred from homology	Zinc finger protein 850	0.0	0.9987	2	2	0	37	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	4	4	4	2	3	2	3	3	4	47612.793	0.0	0.0	0.0	57291.67	0.0	53457.24	48703.168	0.0	0.0	46162.484	0.0	55757.848	0.0	47612.793	0.0	0.0	0.0	57291.67	0.0	53457.24	48703.168	0.0	0.0	46162.484	0.0	55757.848	0.0	sp|Q8N9K5|ZN565_HUMAN
sp|A8MTY0|ZN724_HUMAN	A8MTY0	ZN724_HUMAN	ZNF724	619	Homo sapiens	2:Experimental evidence at transcript level	Zinc finger protein 724	1.0	0.999	8	57	41	68	1	0	0	0	4	1	9	3	6	1	7	4	13	8	1	0	0	0	3	0	6	2	4	1	4	3	10	7	1	0	0	0	8	1	10	3	6	3	7	5	16	8	350034.66	0.0	0.0	0.0	587793.5	38864.86	623456.3	101659.09	737040.9	548479.75	723849.7	664358.8	692274.56	830655.5	0.0	0.0	0.0	0.0	301589.56	204090.89	367914.75	338280.66	251749.66	308596.1	381567.12	304492.7	459564.25	417230.16	
sp|A8MVW0|F1712_HUMAN	A8MVW0	F1712_HUMAN	FAM171A2	826	Homo sapiens	1:Experimental evidence at protein level	Protein FAM171A2	1.0	0.999	1	10	10	10	3	0	2	0	2	0	0	0	0	0	0	0	3	0	3	0	2	0	2	0	0	0	0	0	0	0	3	0	3	0	2	0	2	0	0	0	0	0	0	0	3	0	23354.715	0.0	8987.266	0.0	6512.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21211.46	0.0	24045.486	0.0	9253.086	0.0	6705.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10283.615	0.0	
sp|A8MW92|P20L1_HUMAN	A8MW92	P20L1_HUMAN	PHF20L1	1017	Homo sapiens	1:Experimental evidence at protein level	PHD finger protein 20-like protein 1	1.0	0.999	4	16	16	16	0	0	0	0	1	0	3	4	0	0	0	0	5	3	0	0	0	0	1	0	3	4	0	0	0	0	5	3	0	0	0	0	1	0	3	4	0	0	0	0	5	3	0.0	0.0	0.0	0.0	25756.104	0.0	52812.797	62611.836	0.0	0.0	11020.052	10237.872	60979.883	24348.578	0.0	0.0	0.0	0.0	22579.498	0.0	36255.11	23200.732	0.0	0.0	12451.464	11567.686	33754.83	27511.254	
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	0.9779	0.999	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P62308|RUXG_HUMAN
sp|A8MWY0|ELAP2_HUMAN	A8MWY0	ELAP2_HUMAN	ELAPOR2	1029	Homo sapiens	1:Experimental evidence at protein level	Endosome/lysosome-associated apoptosis and autophagy regulator family member 2	0.9577	0.998	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13464.803	0.0	32480.84	22251.508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13464.803	0.0	32480.84	22251.508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase NUDT19	1.0	0.9963	2	3	3	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.0	0.0	16162.798	0.0	0.0	0.0	0.0	72323.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens	1:Experimental evidence at protein level	MIF4G domain-containing protein	0.978	0.999	1	23	23	23	0	0	0	0	3	3	2	3	2	1	2	2	3	2	0	0	0	0	3	3	2	3	2	1	2	2	3	2	0	0	0	0	3	3	2	3	2	1	2	2	3	2	0.0	0.0	0.0	0.0	32771.49	26939.746	63916.12	50742.414	22724.146	32710.086	46818.965	43683.008	66769.12	65849.734	0.0	0.0	0.0	0.0	32771.49	26939.746	63916.12	50742.414	22724.146	32710.086	46818.965	43683.008	66769.12	65849.734	
sp|B2RTY4|MYO9A_HUMAN	B2RTY4	MYO9A_HUMAN	MYO9A	2548	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-IXa	1.0	0.999	9	139	139	139	13	10	8	11	11	13	7	9	11	12	7	12	6	9	13	10	8	11	11	13	7	9	11	12	7	12	6	9	13	10	8	11	11	13	7	9	11	12	7	12	6	9	345744.9	382411.66	556857.75	429455.22	455240.8	493299.88	228649.38	357342.12	532738.1	569569.2	506639.06	532028.8	287353.84	379025.56	70290.984	94149.54	99535.164	103854.89	94904.25	112229.13	68634.09	89820.02	96344.16	128401.766	106201.73	121056.07	70601.68	91040.805	
sp|B2RUZ4|SMIM1_HUMAN	B2RUZ4	SMIM1_HUMAN	SMIM1	78	Homo sapiens	1:Experimental evidence at protein level	Small integral membrane protein 1	0.974	0.9988	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B3KU38|IQIP1_HUMAN	B3KU38	IQIP1_HUMAN	IQCJ-SCHIP1	563	Homo sapiens	1:Experimental evidence at protein level	IQCJ-SCHIP1 readthrough transcript protein	0.978	0.999	1	4	0	4	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	10145.668	0.0	7475.9175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10930.137	0.0	9095.062	10145.668	0.0	7475.9175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10930.137	0.0	9095.062	sp|P0DPB3|SCHI1_HUMAN
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C-like protein	1.0	0.999	22	758	0	758	47	25	52	46	62	51	64	48	63	44	54	57	81	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	25	52	46	62	51	64	48	63	44	54	57	81	64	6757505.5	3292973.2	7164360.5	6698658.0	1.2170062E7	9697799.0	1.043376E7	7528251.0	9363911.0	8157034.5	1.0488162E7	8388999.0	9989165.0	7632961.5	2441362.0	2247089.0	2665998.2	2059423.1	3065471.5	3002390.2	3289081.2	2764768.5	2936782.2	2776075.8	2836023.0	2715464.2	2925689.8	2623833.0	sp|Q99613|EIF3C_HUMAN
sp|B7Z6K7|ZN814_HUMAN	B7Z6K7	ZN814_HUMAN	ZNF814	855	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 814	0.9972	0.999	7	32	6	70	0	0	0	0	2	2	2	4	1	3	3	3	6	6	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	2	1	6	4	6	6	4	5	6	6	13	11	0.0	0.0	0.0	0.0	48453.453	37403.473	87265.625	94650.16	55468.78	71934.586	85212.95	78370.18	92503.836	126698.69	0.0	0.0	0.0	0.0	35123.004	37403.473	40786.855	46457.18	37234.12	52114.477	55011.613	55578.64	66908.24	71109.64	
sp|B7ZW38|HNRC3_HUMAN	B7ZW38	HNRC3_HUMAN	HNRNPCL3	293	Homo sapiens	2:Experimental evidence at transcript level	Heterogeneous nuclear ribonucleoprotein C-like 3	0.9906	0.9984	6	1	0	140	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	12	8	12	7	13	9	14	7	14	9	11	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DMR1|HNRC4_HUMAN
sp|C9JJH3|U17LA_HUMAN	C9JJH3	U17LA_HUMAN	USP17L10	530	Homo sapiens	3:Protein inferred from homology	Ubiquitin carboxyl-terminal hydrolase 17-like protein 10	0.9905	0.9968	1	13	13	13	0	0	1	1	0	1	2	1	0	2	0	1	1	3	0	0	1	1	0	1	2	1	0	2	0	1	1	3	0	0	1	1	0	1	2	1	0	2	0	1	1	3	0.0	0.0	49264.188	20745.96	47944.805	61892.344	100169.164	152605.25	14981.846	107828.22	76575.08	129411.58	83167.47	124220.7	0.0	0.0	25970.451	24308.213	56177.32	72519.766	50501.83	77422.2	17554.352	59071.043	43992.305	68407.07	43306.85	62232.43	
sp|C9JLW8|MCRI1_HUMAN	C9JLW8	MCRI1_HUMAN	MCRIP1	97	Homo sapiens	1:Experimental evidence at protein level	Mapk-regulated corepressor-interacting protein 1	1.0	0.999	4	315	315	315	29	11	25	22	35	14	31	21	20	22	15	21	32	17	29	11	25	22	35	14	31	21	20	22	15	21	32	17	29	11	25	22	35	14	31	21	20	22	15	21	32	17	2622847.2	1068409.5	2702107.0	1128672.4	4425329.5	1194183.5	2992581.0	1381769.0	2526718.2	1269499.4	3346265.2	1574273.1	4916423.0	1365319.5	1213313.1	374590.03	1004938.94	640682.3	1772657.1	708368.06	1811529.8	628080.5	864064.1	743884.2	1193420.0	676028.06	1685666.2	428111.8	
sp|C9JTQ0|ANR63_HUMAN	C9JTQ0	ANR63_HUMAN	ANKRD63	380	Homo sapiens	3:Protein inferred from homology	Ankyrin repeat domain-containing protein 63	0.9636	0.9983	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36634.77	36176.918	15036.634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36634.77	36176.918	15036.634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0	0.999	5	542	1	542	87	20	52	24	69	15	71	14	26	18	29	26	72	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	87	20	52	24	69	15	71	14	26	18	29	26	72	19	8070809.5	446912.38	3828450.8	453783.03	5376982.5	589237.1	8905064.0	840734.25	1364809.1	629178.06	2081090.0	1019317.6	5425558.0	1265778.6	1057918.4	297042.0	787769.0	254515.12	760853.7	296300.22	1468063.1	281439.0	514719.5	385702.6	680952.56	402757.16	1387337.8	266002.03	
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	Homo sapiens	4:Protein predicted	Uncharacterized protein C11orf98	0.9751	0.9989	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
